university_name,course_name,abbrv,direct_entry_requirements,utme_requirements,subjects
UNIVERSITY OF JOS JOS PLATEAU STATE,ELECTRICAL ENGINEERING,JOS,"Two (2) 'A' Level passes in Mathematics, Physics or Chemistry","Five (5) SSC credit passes to include Mathematics, Physics, Chemistry, English Language and any other Science subject.","Mathematics, Physics and Chemistry"
UNIVERSITY OF JOS JOS PLATEAU STATE,ENGLISH LANGUAGE,JOS,Two (2) ‘A’ Level passes to include Literature in English and one other Arts subject.,"Five (5) SSC credit passes to include Literature in English, English Language and three other Arts or Social Science subjects.","Literature in English, one other Arts subject and another Arts or Social Science subject."
UNIVERSITY OF JOS JOS PLATEAU STATE,ESTATE MANAGEMENT,JOS,"Two (2) ‘A’ Level passes in Mathematics, Economics, Geography, Biology and Physics.","Five (5) SSCE credit passes including Chemistry, Mathematics and English Language.","Mathematics, Economics and one other subject"
UNIVERSITY OF JOS JOS PLATEAU STATE,FINE ART/FINE & APPLIED ARTS,JOS,"NCE or Diploma at Credit Level in relevant subject areas, in addition to JAMB Admission

Requirements.","‘O’ levels Credit pass in:

i. English Language

ii. Mathematics

iii. Fine Arts, Visual Arts, Painting and Decoration, Technical Drawing/Building and Engineering, Drawing Dyeing and Bleaching.

iv. Any other two subjects from the group History, Geography, Economics, Government, Christian Religious Studies and Islamic Religious Studies","Chemistry, Mathematics and Fine Art/Physics"
UNIVERSITY OF JOS JOS PLATEAU STATE,FRENCH,JOS,Two (2) ‘A’ Level passes including French and one other Arts subject.,Five (5) SSC credit passes including French and English Language plus one other Arts subject.,French and any other two (2) subjects from Arts and Social Sciences.
UNIVERSITY OF JOS JOS PLATEAU STATE,GEOGRAPHY & PLANNING,JOS,"Two 'A' level passes including Geography.

JOS accepts IJMB passes including Geography. Jos also accepts National or Higher National Diploma in Urban and Regional Planning or Land Surveying at Credit and above, provided candidates posses the minimum UTME requirements.","Five SSCE credit passes to include English Language, Mathematics and Geography.

JOS requires  five (5) ‘O’ level passes to include English Language, 

Mathematics and Geography in addition to any Social Science or Science Subjects.

Accepts credit in Zoology, Physics, Agricultural Science and credit in English Language",Geography and any two Arts subject.
UNIVERSITY OF JOS JOS PLATEAU STATE,GEOLOGY & MINING,JOS,"(i) Two (2) 'A' Level passes from Geology, Chemistry, Mathematics, Physics, Biology and Geography.","Five (5) SSC credit passes in English Language, Biology, Chemistry, Mathematics and any other subject.","Any three (3) of Chemistry, Physics, Mathematics, Biology and Geography."
UNIVERSITY OF JOS JOS PLATEAU STATE,GUIDANCE & COUNSELLING,JOS,'A' Level passes or NCE in two (2) subjects plus the UTME requirements.,Five (5) 'O' Level NTC/NBC credit passes or TC II merit including English Language with 'O' Level pass in Mathematics.,Any three (3) subjects.
UNIVERSITY OF JOS JOS PLATEAU STATE,HISTORY & INTERNATIONAL STUDIES,JOS,credit) in History/ Government and any other related subject.,"Language, Geography, Government/History.",subjects from the Arts and Social Sciences.
UNIVERSITY OF JOS JOS PLATEAU STATE,INDUSTRIAL CHEMISTRY,JOS,"(i)    Two (2) 'A' Level passes in Chemistry and Mathematics

(ii)   ND in Science Technology or ND in relevant programmes with the UTME requirements.","Five (5) SSC credit passes in English Language, Mathematics, Chemistry, Physics and Biology/Agricultural Science.","Chemistry, Mathematics and any of Physics/Biology/ Agricultural Science."
UNIVERSITY OF JOS JOS PLATEAU STATE,INSURANCE,JOS,"Two (2) ‘A’ Level passes chosen from Economics, Accounts, Business Management, Government, Geography or Statistics.","Five (5) SSC credit passes    including          English                Language, Mathematics, Economics plus any two(2) of Accounting, Business Methods, Commerce, Government, Geography and Statistics.","Mathematics, Economics and one (1) other subject."
UNIVERSITY OF JOS JOS PLATEAU STATE,ISLAMIC STUDIES,JOS,Two (2) ‘A’ level passes to include Islamic Studies.,Five (5) SSC credit passes to include English Language and Islamic Studies or Arabic and any three (3) relevant subjects.,Islamic Studies plus two (2) other Arts subjects.
UNIVERSITY OF JOS JOS PLATEAU STATE,LAW,JOS,"Two (2)'A' Level passes in Arts or Social Science subjects.

(ii)   NCE/ND/First Degree (Second Class Lower).","Five (5)'O' Level credit passes to include English Language, Literature in English and Mathematics.",Any three (3) Arts or Social Science subjects.
UNIVERSITY OF JOS JOS PLATEAU STATE,LIBRARY & INFORMATION SCIENCE,JOS,"I) Relevant Diploma programme from recognized institutions with credit/merit level passes.

Ii) Two ‘A' level passes at credit/merit level in the relevant subject areas with SSCE/GCE ‘O’ level credit passes in three (3) other subjects.

iii) At least merit in two (2) major subjects in relevant areas in the NCE with SSCE/GCE ‘O’ Level credit passes in three (3) other subjects.","Five SSCE credit passes to include English Language, Mathematics and any other three (3) subjects.

Note: Credit in ‘O’ level English Language and Mathematics are compulsory for both Direct Entry and UTME .",English Language and any other three (3) subjects.
UNIVERSITY OF JOS JOS PLATEAU STATE,LINGUISTICS,JOS,"Two ‘A’ level passes or NCEW to include any Language, preferably an African Language, JOS HAS NO DIRECT ENTRY.",Five (5) SSC credit passes including English Language.,Any Language and two (2) other subjects.
UNIVERSITY OF JOS JOS PLATEAU STATE,LITERATURE IN ENGLISH,JOS,Two (2) ‘A’ Level passes to include Literature in English and one other Arts subject.,Five (5) SSC credit passes to include Literature in English and English Language.,"Literature in English, one other Arts subject and another Arts or Social Science subject."
UNIVERSITY OF JOS JOS PLATEAU STATE,MARKETING,JOS,"Two ‘A’ level passes chosen from Accounting, Management, Government and Geography

Jos accepts

a. Passes at Advanced Level GCE, IJMB or an approved equivalent examination in Accounting, Business Management or Economics.

b. Holders of the following qualifications may also be considered for admission into 200 level: National Diploma (ND) in Accounting, Financial Studies, Business Administration, Banking and Finance, Insurance or any other business course with a pass at not less than Lower Credit from any recognized Institutions (Polytechnic, Technical Institutions, etc.","Five SSCE credit passes including English Language, Mathematics and any 3 relevant subjects.

Jos requires:

credit passes in English Language, Mathematics and any three subjects from Principles of Accounts, Commerce, Business Methods, Statistics, Government or Economics.","Mathematics, Economics plus one other relevant Subject.

Jos requires Mathematics and any other two (2) subjects from Marketing, Principles of Accounts, Commerce, Business Methods, Statistics, Government or Economics."
UNIVERSITY OF JOS JOS PLATEAU STATE,MASS COMMUNICATION,JOS,Two (2) 'A' Level passes in relevant subjects.,Five (5) SSC credit passes to include English Language.,Any three (3) Arts and Social Science subjects.
UNIVERSITY OF JOS JOS PLATEAU STATE,MATHEMATICS,JOS,") Two (2) 'A' Level passes in Mathematics and any other science subject.

(ii)           NCE merit in Mathematics and one (1) of Physics, Chemistry or Economics","Five (5) SSC credit passes including English Language, Mathematics and Physics or Chemistry.","Mathematics and any two (2) of Physics, Chemistry and Economics or Geography."
UNIVERSITY OF JOS JOS PLATEAU STATE,MECHANICAL ENGINEERING,JOS,"(i)        Two (2) 'A' Level passes from Chemistry, Physics and Mathematics.

(ii)       ND upper credit, NCE technical and HND in Mech. Engineering.","Five (5) SSC credit passes to include Physics, Chemistry, Mathematics, English Language and any other Science subject.","Mathematics, Physics and Chemistry."
UNIVERSITY OF JOS JOS PLATEAU STATE,MEDICAL LABORATORY SCIENCE,JOS,"i. Three (3) ‘A’ level or IJMB passes to include Physics, Chemistry,  Biology plus ‘O’ level/SSCE pass at Credit level in English Language, Mathematics, Biology, Chemistry and Physics at not more than two sittings.

 

ii. First Degree Holders of University of Jos or any other University approved by Senate in Biological Sciences and Bio- Medical-based courses plus ‘O’ Level/SSCE requirements as in (i) above.

 

iii. Medical Laboratory Technicians with evidence of registration with the Medical Laboratory Science","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology","Physics, Chemistry and Biology"
UNIVERSITY OF JOS JOS PLATEAU STATE,MEDICINE & SURGERY,JOS,"i) Three (3) ‘A’ level or IJMB passes to include Physics, Chemistry,  Biology plus ‘O’ level/SSCE pass at Credit level in English Language, Mathematics, Biology, Chemistry and Physics.

ii) First Degree Holders of University of Jos or any other University approved by Senate in Biological Sciences and Bio- Medical-based courses plus ‘O’Level/SSCE requirements as in (i) above.","Five ‘O’ level/SSCE pass at credit level in English Language, Mathematics, Physics, Chemistry and Biology.","Physics, Chemistry and Biology."
UNIVERSITY OF JOS JOS PLATEAU STATE,MICROBIOLOGY,JOS,"Two (2) 'A' Level passes in Chemistry and any one (1) from Biology, Zoology or Botany.","Five (5) SSC credit passes in English Language, Mathematics, Chemistry, Biology and Physics.","Biology, Chemistry and either Physics or Mathematics."
UNIVERSITY OF JOS JOS PLATEAU STATE,MINING ENGINEERING,JOS,"(i)   'A' Level passes in any two (2) of Mathematics, Physics and Chemistry.

 

(ii)           ND upper credit in Mining Engineering/ Mineral  Resources and Geological Study in addition to 'O' Level requirements.","Five (5) SSC credit passes in Mathematics, Physics, Chemistry, English Language and any other Science subjects","Chemistry, Mathematics and Physics."
UNIVERSITY OF JOS JOS PLATEAU STATE,MUSIC,JOS,"‘A’ level passes to include Music, accepts University of Jos Diploma in Music Major in relevant fields such as Theatre Arts, HND II, ND II MUSIC at credit level, NCE Music Education at credit/Merit Level, LRCM, IJMB ‘A’ level Music in addition to ‘O’ level requirements.","Five SSCE credit passes to include English Language. JOS requires ‘O’ level credit passes to include English Language, Literature in English and a Arts/Social Science subjects at not more than two sittings.","Music, Literature in English and two other ARTS subjects. A pass in Grade V in Theory & Practical in MUSIC of MUSON, ABRSM, one year Certificate in Music from a recognized University acceptable to the Senate of University of Jos is accepted as a credit pass is an added advantage to the candidate."
UNIVERSITY OF JOS JOS PLATEAU STATE,NURSING/NURSING SCIENCE,JOS,"i) Candidates who are holders of the Registered Nurse (RN) or Registered Midwife (RM) Diploma certificate of the Nursing and Midwifery Council of Nigeria plus pass at Credit Level in ‘O’ Level/SSCE in English Language, Mathematics, Biology, Chemistry and Physics at not more than two (2) sittings.
ii) Three (3) ‘A’ Level or IJMB passes to include Physics, Chemistry, Biology plus ‘O’ Level/SSCE requirements as in (i) above.
iii) First Degree Holders of University of Jos or any other University approved by Senate in Biological Sciences and Bio-Medical-Based courses plus ‘O’ Level /SSE
 requirements as in (i) above.","Five ‘O’ level/SSCE pass at credit level in Mathematics, Chemistry, Biology, Physics and English Language.","Physics, Chemistry and Biology"
UNIVERSITY OF JOS JOS PLATEAU STATE,PHARMACY,JOS,"i. Jos accepts B.Sc Second Class (Hons) and above in related fields plus UTME requirements.

ii. Jos accepts for Direct Entry Candidates with ’A’ level requirements plus five ‘O’ level credits in English Language, Mathematics, Physics Chemistry and Biology.

iii. Three ‘A’ level passes in Chemistry, Biology/Zoology/Botany and Physics plus UTME requirement.

iv. Jos do not accept Mathematics for Physics.

v. Jos accepts candidates with distinction in National Diploma in Pharmacy Technician from (PCN approved) colleges, plus five ‘O’ level credits in English Language, Mathematics, Physics, Chemistry and Biology.","Five SSCE credit passes in English Language, Mathematics, Physics, Chemistry and Biology","Physics, Chemistry and Biology."
UNIVERSITY OF JOS JOS PLATEAU STATE,PHYSICAL & HEALTH EDUCATION,JOS,"(i)  Two (2) 'A' Level passes in any of Biology, Chemistry, Physics and Mathematics.

 

(ii)  NCE merit in Physical Education and credit in Arithmetical process or Mathematics.

 

(iii)  Diploma in Health Education, Environmental Sanitation, Physical Education, Social work, Health Administration with overall grades of merit plus three (3) 'O' Level credit passes/TC II merit which should include English Language.

 

(iv) NCE in Biology, Health Education, and Integrated Science with a pass grade plus two (2) 'O' Level credit passes/TC II merit passes.

 

(v)    Registered Nurse plus five (5) 'O' Level credit passes to include English Language.","i) Five (5) SSC credit passes/TC II merit passes including     English Language, Biology or its equivalent.

 

ii) Five (5) SSC credit passes/TC II merit passes to include English Language and Mathematics.",Biology and any two (2) relevant subjects.
UNIVERSITY OF JOS JOS PLATEAU STATE,PHYSICS,JOS,NCE/Two (2) 'A' Level passes in Physics and Mathematics or Chemistry.,"Five (5) SSC credit passes in English Language, Physics, Chemistry, Mathematics and any other Science subject from Further Mathematics and Biology or Agricultural Science.","Physics, Mathematics and Chemistry or Biology."
UNIVERSITY OF JOS JOS PLATEAU STATE,PLANT SCIENCE & BIOTECHNOLOGY,JOS,Two (2) 'A' Level passes in Biology/Botany/Zoology and Chemistry or Physics.,"Five (5) SSC Credit passes in English Language, Mathematics, Biology, Chemistry and Physics.","Biology, Chemistry and any other Science subject."
UNIVERSITY OF JOS JOS PLATEAU STATE,PLANT SCIENCE AND BIOTECHNOLOGY,JOS,Two (2) 'A' Level passes in Biology/Botany/Zoology and Chemistry or Physics.,"Five (5) SSC Credit passes in English Language, Mathematics, Biology, Chemistry and Physics.","Biology, Chemistry and any other Science subject."
UNIVERSITY OF JOS JOS PLATEAU STATE,POLITICAL SCIENCE,JOS,Two (2) 'A' Level passes including Government or History.,"Five (5) SSC credit passes in Government or History, English Language and three (3) other subjects.  A pass in Mathematics is required.",Government or History plus two (2) other Social Science/Arts subjects.
UNIVERSITY OF JOS JOS PLATEAU STATE,PSYCHOLOGY,JOS,"Candidates for Direct Entry admission shall possess five credits in GCE, SSCE, NECO or their equivalent, of which at least two shall be at Advanced level, provided that such passes are not counted at both levels of the examination. For emphasis, English Language, Mathematics and Biology are required at credit passes. Candidates will be accepted with a Diploma or Advanced Diploma in Applied Psychology. Candidates will be accepted with a Diploma or Advanced Diploma in Psychology. Candidates with IJMB are accepted provided they have “A” level Biology at credit level.","Candidates for admission into the four year degree in Psychology should posses a Senior Secondary School Certificate or General Certificate of Education, NECO or their equivalents with at least five (5) credit passes at not more than two sittings including credit in Mathematics, English Language and Biology.",UTME subjects must include Biology and three other subjects
UNIVERSITY OF JOS JOS PLATEAU STATE,PURE & APPLIED CHEMISTRY,JOS,")  Two (2) 'A' Level passes in Chemistry and any one (1) of Physics, Mathematics or Biology.

 

(ii)   ND/NCE with good grades in relevant 'O' Level subjects.","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology.","Chemistry and two (2) of Physics, Biology and Mathematics."
UNIVERSITY OF JOS JOS PLATEAU STATE,QUANTITY SURVEYING,JOS,"(i)       Two (2) 'A' Level passes chosen from Mathematics or Physics and Chemistry, Geography or Fine Arts.

ND/HND upper credits in relevant field.","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and any of Fine Art, Geography or Wood Work, Biology, Economics, Technical Drawing, Further. Mathematics., Introduction to Building Construction, Bricklaying/Block laying, Concreting, Wall, Floors and Ceiling Finishing, Joinery, Carpentary, Decorative Painting, Lining, Sign and Design, Wall Hanging, Colour Mixing/Matching and Glazing, Ceramics, Graphics Design, Graphic Printing, Basic Electricity.","Physics, Mathematics, and any of Chemistry, Geography, Art, Biology and Economics."
UNIVERSITY OF JOS JOS PLATEAU STATE,RELIGIOUS STUDIES,JOS,Two (2) ‘A’ Level subjects to include Religious Studies (CRS/IRS).,Five (5) SSC credit passes to include English Language and CRS/IRS.,CRS/IRS and any other two (2) subjects.
UNIVERSITY OF JOS JOS PLATEAU STATE,SCIENCE LABORATORY TECHNOLOGY,JOS,"Two ‘A’ level passes in Biology and Chemistry or Physics.

i. Two ‘A’ level passes in Biology and Chemistry.


ii. OND/UNIJOS DIPLOMA with at least Upper Credit in SLT & Project in Biological Sciences


i. Two ‘A’ Level passes in Chemistry and Physics or Mathematics.


ii. OND/UNIJOS DIPLOMA with at least Upper Credit in SLT & Project in Biological Sciences.


i. Two ‘A’ Level passes in Chemistry and Biology


ii. OND/UNIJOS DIPLOMA with at least Upper Credit in SLT & Project in Biological Sciences.","Five SSCE credit passes in English Language, Mathematics,  Biology Chemistry and Physics.

JOS accepts candidates with pass at the Remedial Science Programme of the University of Jos. 




At least a pass in Technical Drawing is an advantage but not requirement","Biology, Chemistry and Physics or Mathematics."
UNIVERSITY OF JOS JOS PLATEAU STATE,SOCIOLOGY,JOS,Two (2) 'A' Level passes including Government or History.,"Five (5) SSC credit passes in Government or History, English Language and three (3) other subjects.  A pass in Mathematics is required.",Three (3) Social Science or Arts subjects.
UNIVERSITY OF JOS JOS PLATEAU STATE,SPECIAL EDUCATION,JOS,"(i) Two (2) 'A' Level passes in Arts or Social Science subjects.

(ii) NCE merit in Arts or Social Science subjects.",Five (5) 'O' Level credit passes including English Language.,Any three (3) Subjects
UNIVERSITY OF JOS JOS PLATEAU STATE,STATISTICS,JOS,"Two (2) 'A' Level passes to include Mathematics or Statistics.

NCE credit in relevant subjects.","Five (5) SSC credit passes to include English Language, Mathematics and at least three (3) subjects from Physics, Statistics, Chemistry, Further Mathematics, Economics and Geography.","Mathematics and any two (2) of Physics, Chemistry and Economics."
UNIVERSITY OF JOS JOS PLATEAU STATE,TEACHER EDUCATION SCIENCE:,JOS,"(i)  Two (2) 'A' Level passes in relevant teaching subjects including Literature in English.

(ii)  NCE credit or merit in two(2)relevant subjects.",Five (5) 'O' Level credit passes to include English Language and Literature in English plus three (3) other Arts or Social Science subjects.,Literature in English and one (1) Art and any other subject.
UNIVERSITY OF JOS JOS PLATEAU STATE,TECHNICAL EDUCATION,JOS,"i. ND/HND in Engineering

- Mechanical

  (Auto/Production)

- Civil

-Electrical/Electronics

ii. Merit pass and above in NCE Technical Education

iii. Full Technology Certificate (FTC)

In addition to the above, candidate must meet UTME requirements

ND/HND/NCE in Computer Science and credit in Mathematics and English Language plus one other science subject

Merit pass and above in NCE Computer Education","Five SSCE/NECO Credit passes in relevant subjects which must include English Language and Mathematics or NTC.

Five SSCE/NECO Credit passes including Mathematics, Physics plus one other science subject","English Language, Mathematics and any other two from Chemistry, physics, Technical Drawing or other relevant technical subjects.

Computer plus Mathematics, Physics, Biology and Chemistry."
UNIVERSITY OF JOS JOS PLATEAU STATE,THEATRE & FILM STUDIES,JOS,"Two (2) ‘A’ Level passes in Arts, Social Sciences or Science subjects.",Five (5) SSC credit passes to include English Language and Arts subjects.,Literature in English and two (2) other relevant subjects.
UNIVERSITY OF JOS JOS PLATEAU STATE,URBAN & REGIONAL PLANNING,JOS,"(i) Two A/L passes in Geography and Mathematics 

(ii) ND/HND (upper Credit) in Town Planning or related discipline plus UTME 

requirements are accepted

JOS accepts: 

a) Holders of National Diploma (ND) in Town Planning, Land Surveying, Building, Architecture, Estate Management, and Quantity Survey.","Five SSCE credit passes in English Language, Mathematics, Geography, and any two of Physics, Chemistry, Economics, Government, Biology, Art, History, Social Studies and Tech Drawing. 

JOS requires two other credit passes from Physics, Chemistry, Economics, Biology, Fine Art and Technical Drawing","Mathematics, Geography and one of Economics, Physics, Chemistry.
JOS accepts any one of Physics, Chemistry, Technical Drawing, Economics and Biology as the third subject."
UNIVERSITY OF JOS JOS PLATEAU STATE,VETERINARY MEDICINE,JOS,"A' level passes in Chemistry, Biology/Zoology, Physics or Mathematics.","Five (5) O' level credit passes to include English Language, Biology, Physics, Chemistry and Mathematics.","Physics, Chemistry and Biology."
UNIVERSITY OF JOS JOS PLATEAU STATE,ZOOLOGY,JOS,"Two (2) 'A' Level passes or NCE in Biology, Zoology or Botany and one other Science subject","Five (5) SSC credit passes in English Language, Mathematics, Biology and two (2) other Science subject.","Biology and any two (2) of Physics, Chemistry and Mathematics."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,ACCOUNTING,PHC,"Two (2) ‘A’ Level passes chosen from Economics, Accounting, Business Management, Government and Geography.","Five (5) SSC credit passes including English Language, Mathematics, Economics and any other two (2) other subjects.

For NBC holders, the other two (2) relevant subjects could be from any of Principles of Accounts, Commerce, Office Practice and Secretarial Duties.?","Mathematics, Economics plus any Social Science subject."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,ADULT & NON-FORMAL EDUCATION,PHC,"(i) Two (2) 'A' Level   passes.

(ii) NCE merit in two (2) subjects.","Five (5) SSC credits in English Language, Mathematics and Any three (3) relevant subjects from French, Literature in English, History/Government, CRK/IRK, Economics, Mathematics, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Fine Art, Geography, Commerce, Accounting, Music","Any three (3) relevant subjects from French, Literature in English, History/Government, CRK/IRK, Economics, Mathematics, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Fine Art, Geography, Commerce, Accounting, Music"
UNIVERSITY OF PORT HARCOURT RIVERS STATE,ADULT EDUCATION,PHC,"(i)    Two (2) 'A' Level   passes.

(ii)           NCE merit in two (2) subjects.","Five (5) O level credit passes including English Language, Mathematics and any other three (3) relevant subjects from French, Literature in English, History/Government, CRK/IRK, Economics,  Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Fine Art, Geography, Commerce, Accounting, Music","Any three (3) relevant subjects from French, Literature in English, History/Government, CRK/IRK, Economics, Mathematics, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Fine Art, Geography, Commerce, Accounting, Music"
UNIVERSITY OF PORT HARCOURT RIVERS STATE,AGRIBUSINESS MANAGEMENT,PHC,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF PORT HARCOURT RIVERS STATE,AGRIC-ECONOMICS & EXTENSION,PHC,"Two (2) ‘A’ Level passes in Chemistry and one of Zoology/Botany/Agricultural Science/Biology, Geography, Mathematics, Physics, Geology, Economics and Health Science.","Five (5) SSC credit passes in English Language, Mathematics, Chemistry, Biology/Agricultural Science and one of Geography, Physics and Economics.","Chemistry, Biology/ Agricultural Science plus Mathematics or Physics."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,AGRICULTURAL EXTENSION AND DEVELOPMENT STUDIES,PHC,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF PORT HARCOURT RIVERS STATE,AGRICULTURE,PHC,"Two (2) ‘A’ Level passes in Chemistry and one from Biology/Botany/Zoology/Agricultural Science, Economics, Physics, Geography and Geology/Mathematics (Pure & Applied).","Five (5) SSC credit passes to include English Language, Biology/Agricultural Science, Chemistry and  any one of Mathematics, Physics, Geography and  Economics.","Chemistry, Biology/Agriculture and any one of Physics or Mathematics."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,ANATOMY,PHC,"Two (2) 'A' Level passes chosen from Biology, Chemistry and Physics in addition to the UTME requirements.","Five (5) SSC credit passes in English Language, Mathematics, Biology, Chemistry and Physics.","Biology, Chemistry and Physics."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,ANIMAL & ENVIRONMENTAL BIOLOGY,PHC,"Two (2) 'A' Level passes or NCE in Biology, Zoology or Botany and one other Science subject","Five (5) SSC credit passes in English Language, Mathematics, Biology and two (2) other Science subject.","Biology and any two (2) of Physics, Chemistry and Mathematics."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,ANIMAL SCIENCE,PHC,Two (2) ‘A’ level passes or its equivalent in Chemistry and one of Biology/Botany/Zoology/Agriculture Science/Geography/Geology/Mathematics/Economics.,"Five (5) SSC credit passes in English Language, Chemistry, Mathematics, Biology/Agric Science and one of Physics, Geography or Economics.","Chemistry, Biology/Agriculture and Mathematics /Physics."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,BANKING & FINANCE,PHC,"Two (2) 'A' Level passes chosen from Accounting, Economics, Management, Mathematics, Geography and Statistics.","Five (5) SSC credit passes to include: English Language, Mathematics and any other subjects. For NBC, the other two (2) relevant subjects could be from any of the following; Accounting, Principles of Accounts, Commerce, Office Practice and Economics.","Mathematics, Economics, plus any one (1) of Government and Geography."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,BIOCHEMISTRY,PHC,"Two (2) 'A' Level passes chosen from Chemistry, Mathematics, Physics and Biology.

 

NCE/ND/HND in related programmes plus the UTME requirements.","Five (5) SSC credit passes in English Language, Chemistry, Mathematics, Physics and Biology.","Biology, Chemistry and Physics or Mathematics."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,BOTANY,PHC,Two (2) 'A' Level passes in Biology/Botany/Zoology and Chemistry or Physics.,"Five (5) SSC Credit passes in English Language, Mathematics, Biology, Chemistry and Physics.","Biology, Chemistry and any other Science subject."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,BROADCASTING,PHC,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF PORT HARCOURT RIVERS STATE,BUSINESS EDUCATION,PHC,"(i) Two (2) 'A' Level passes or NCE merit in two (2) relevant subjects.

(ii) NCE merit in Business Education Double Major.","Five (5) TC II merit, 'O' Level or NTC/NBC credit passes including English Language, Mathematics, Economics and two (2) other subjects in the Social Sciences or Arts. For NBC, the other subjects could be from any of the following: Commerce, Office Practice, Principles of Accounts, Secretarial Duties, Typewriting and Shorthand.","Mathematics, Economics plus one (1) of Literature in English, History, Government, Geography, Chemistry and Physics."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,BUSINESS MANAGEMENT,PHC,"Two (2) ‘A’ Level passes chosen from Economics, Accounts, Business Management, Government, Geography or Statistics.","Five (5) SSC credit passes including English Language, Mathematics, Economics, plus any two (2) of Accounting, Business Methods, Commerce, Government, Geography, and Statistics.","Mathematics, Economics and one (1) other subject."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,CHEMICAL ENGINEERING,PHC,"'A' Level passes in Physics, Chemistry and Mathematics.","Five (5) SSC credit passes to include Physics, Chemistry, Mathematics and English Language and any other Science subject.","Mathematics, Physics and Chemistry."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,CHEMISTRY,PHC,"i)  Two (2) 'A' Level passes in Chemistry and any one (1) of Physics, Mathematics or Biology.

 

(ii)   ND/NCE with good grades in relevant 'O' Level subjects.","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology.","Chemistry and two (2) of Physics, Biology and Mathematics."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,CIVIL ENGINEERING,PHC,(i) 'A' Level passes in Physics and Mathematics. (ii) ND/HND upper credit at appropriate levels.,"Five (5) SSC credit passes to include Physics, Chemistry, Mathematics, English Language and one Science subject","Physics, Chemistry and Mathematics"
UNIVERSITY OF PORT HARCOURT RIVERS STATE,CIVIL LAW,PHC,"Two (2)'A' Level passes in Arts or Social Science subjects.

(ii)   NCE/ND/First Degree (Second Class Lower).","Five (5)'O' Level credit passes to include English Language, Literature in English and Mathematics.",Any three (3) Arts or Social Science subjects.
UNIVERSITY OF PORT HARCOURT RIVERS STATE,COMPUTER SCIENCE,PHC,")       Two (2) 'A' Level passes in science subjects including Mathematics

 

(ii)   NCE merit in Mathematics and one (1) other Science or Social Science subject.","Five (5) SSC credit passes to include English Language, Mathematics, Physics plus two (2) other Science subjects.","Mathematics, Physics and one (1) of Biology, Chemistry, Agric Science, Economics and Geography."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,COMPUTER SCIENCE & MATHEMATICS,PHC,Two (2) 'A' Level passes in Mathematics and Physics,"Five (5) SSC credit passes in English Language , Mathematics and any three (3) of Biology, Chemistry, Physics, Further Maths,  and Technical  Drawing.","Mathematics, Physics and any one (1) of Chemistry, Economics and Biology."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,COMPUTER WITH STATISTICS,PHC,Two (2) 'A' Level passes in Mathematics and Physics,"Five (5) SSC credit passes in English Language , Mathematics and any three (3) of Biology, Chemistry, Physics, Further Maths,  and Technical  Drawing.","Mathematics, Physics and any one (1) of Chemistry, Economics and Biology."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,CREATIVE ARTS,PHC,"(i)         Two (2) ‘A’ Level passes in Arts or Fine Arts and any other subject.

ND upper credit HND lower credit from recognised institutions.","Five (5) SSC credit passes to include English Language and Fine Arts.

For holders of NTC, the relevant subjects could be General Wood work, Building/Engineering Drawing, Introduction to Building Construction; Decorative Painting; Spray Painting, Lining, Sign and Design; Wall hanging, Colour Mixing/Matching and Glazing; Printing Origination; Machine Printing and Finishing; General Metal Work, Basic Electricity, Spinning, Weaving, Surface Design and Printing; Bleaching, Dyeing and Finishing; Graphic Design; Graphic

Printing and Ceramics.",Fine Arts and two (2) other Arts subjects or Social Science subjects.
